id,created_at,Tweets,Tweets_final,tokens,Subjectivity,Polarity,Positive,Negative,Neutral,Label
1375751642700673024,2021-03-27 10:08:46,"stux  Realizing the negative consequences of anger is the easy part 

Facing your anger is the scary part Thats why…",stux realizing negative consequences anger easy part facing anger scary part thats why…,"['stux', 'realizing', 'negative', 'consequences', 'anger', 'easy', 'part', 'facing', 'anger', 'scary', 'part', 'thats', 'why…']",0.5266666666666667,-0.35333333333333333,0,1,0,-1
1375751633758343168,2021-03-27 10:08:44,"Anger is a reaction of an action

Reactions manipulate by the situation You cant control the situation but…",anger reaction action reactions manipulate situation cant control situation but…,"['anger', 'reaction', 'action', 'reactions', 'manipulate', 'situation', 'cant', 'control', 'situation', 'but…']",0.15000000000000002,-0.3,0,1,0,-1
1375751621687209984,2021-03-27 10:08:41,stux percent  Id try traumareleasing exercises cold showers meditation and stop watching mainstream media,stux percent id try traumareleasing exercises cold showers meditation stop watching mainstream media,"['stux', 'percent', 'id', 'try', 'traumareleasing', 'exercises', 'cold', 'showers', 'meditation', 'stop', 'watching', 'mainstream', 'media']",1.0,-0.6,0,1,0,-1
1375751608462532609,2021-03-27 10:08:38,Many of the calmest people were actually struggling with anger until they realized it was a waste of time and energy,many calmest people actually struggling anger realized waste time energy,"['many', 'calmest', 'people', 'actually', 'struggling', 'anger', 'realized', 'waste', 'time', 'energy']",0.2,-0.09999999999999999,0,1,0,-1
1375751589533650946,2021-03-27 10:08:33,Being good at studying and being able to create value for society are two different sets of skills,good studying able create value society two different sets skills,"['good', 'studying', 'able', 'create', 'value', 'society', 'two', 'different', 'sets', 'skills']",0.6083333333333334,0.39999999999999997,1,0,0,1
1375751537675276293,2021-03-27 10:08:21,Stay around people who fill you up with positive energy That’s the secret,stay around people fill positive energy ’ secret,"['stay', 'around', 'people', 'fill', 'positive', 'energy', '’', 'secret']",0.6227272727272727,-0.08636363636363638,0,1,0,-1
1375751522416349184,2021-03-27 10:08:17,Longterm thinking is the best gift you can give yourself,longterm thinking best gift give,"['longterm', 'thinking', 'best', 'gift', 'give']",0.3,1.0,1,0,0,1
1375751511230140422,2021-03-27 10:08:15,"If you love spending time alone

you will love writing",love spending time alone love writing,"['love', 'spending', 'time', 'alone', 'love', 'writing']",0.6,0.5,1,0,0,1
1375751502275301394,2021-03-27 10:08:13,Being around people with good vibes is another source of energy and motivation,around people good vibes another source energy motivation,"['around', 'people', 'good', 'vibes', 'another', 'source', 'energy', 'motivation']",0.6000000000000001,0.7,1,0,0,1
1375751493131804672,2021-03-27 10:08:10,Nowadays you will be labeled controversial if you just think independently,nowadays labeled controversial think independently,"['nowadays', 'labeled', 'controversial', 'think', 'independently']",0.5375,0.275,1,0,0,1
1375751471791136776,2021-03-27 10:08:05,You grow fastest when you aren’t scared of making mistakes in public,grow fastest ’ scared making mistakes public,"['grow', 'fastest', '’', 'scared', 'making', 'mistakes', 'public']",0.06666666666666667,0.0,0,0,1,0
1375751413259636736,2021-03-27 10:07:51,Staying calm when things aren’t working in your favor is how you turn the tide,staying calm things ’ working favor turn tide,"['staying', 'calm', 'things', '’', 'working', 'favor', 'turn', 'tide']",0.75,0.30000000000000004,1,0,0,1
1375751378321219584,2021-03-27 10:07:43,What you decide to watch during lunch is as important as the food itself,decide watch lunch important food,"['decide', 'watch', 'lunch', 'important', 'food']",1.0,0.4,1,0,0,1
1375751362361794563,2021-03-27 10:07:39,"Youre a humid prepossessing homo sapien with a fullsized aortic pump ️

 Baby Kangaroo Tribbiani",youre humid prepossessing homo sapien fullsized aortic pump ️ baby kangaroo tribbiani,"['youre', 'humid', 'prepossessing', 'homo', 'sapien', 'fullsized', 'aortic', 'pump', '️', 'baby', 'kangaroo', 'tribbiani']",0.0,0.0,0,0,1,0
1375751320125120515,2021-03-27 10:07:29,Yes we love Chloe but Chole is just as great ,yes love chloe chole great,"['yes', 'love', 'chloe', 'chole', 'great']",0.675,0.65,1,0,0,1
1375751308452368387,2021-03-27 10:07:26,"Suraj hua maddham
Dracula utne laga ",suraj hua maddham dracula utne laga,"['suraj', 'hua', 'maddham', 'dracula', 'utne', 'laga']",0.0,0.0,0,0,1,0
1375751275178958850,2021-03-27 10:07:18,Long weekend Quick someone press the pause button so it stays like this,long weekend quick someone press pause button stays like,"['long', 'weekend', 'quick', 'someone', 'press', 'pause', 'button', 'stays', 'like']",0.45,0.14166666666666666,1,0,0,1
1375751210796412928,2021-03-27 10:07:03,Saying “Utha le re baba” is technically a pickup line right,saying “ utha le baba ” technically pickup line right,"['saying', '“', 'utha', 'le', 'baba', '”', 'technically', 'pickup', 'line', 'right']",0.31785714285714284,0.14285714285714285,1,0,0,1
1375751196367941633,2021-03-27 10:07:00,"Things that Schools should teach 🧠

• Being wrong is not a bad thing
• Its Okay to question what you have been taught…",things schools teach 🧠 • wrong bad thing • okay question taught…,"['things', 'schools', 'teach', '🧠', '•', 'wrong', 'bad', 'thing', '•', 'okay', 'question', 'taught…']",0.6888888888888888,-0.23333333333333325,0,1,0,-1
1375751174188457985,2021-03-27 10:06:54,Honest humans are sexy AF ,honest humans sexy af,"['honest', 'humans', 'sexy', 'af']",0.95,0.55,1,0,0,1
1375751166080937990,2021-03-27 10:06:52,"sawant i know where I should bewant to be
Im just being patient its tough but its okay",sawant know bewant im patient tough okay,"['sawant', 'know', 'bewant', 'im', 'patient', 'tough', 'okay']",0.6666666666666667,0.05555555555555555,1,0,0,1
1375751149031067657,2021-03-27 10:06:48,It’s weird to be there for people who will not receive you well and push you away only because they’re hurting so bad…,’ weird people receive well push away ’ hurting bad…,"['’', 'weird', 'people', 'receive', 'well', 'push', 'away', '’', 'hurting', 'bad…']",1.0,-0.5,0,1,0,-1
1375751055502319617,2021-03-27 10:06:26,Duh25 The count down just amps up my anxiety WynonnaEarp BringWynonnaHome httpstcoGPMU6eMc47,duh25 count amps anxiety wynonnaearp bringwynonnahome httpstcogpmu6emc47,"['duh25', 'count', 'amps', 'anxiety', 'wynonnaearp', 'bringwynonnahome', 'httpstcogpmu6emc47']",0.0,0.0,0,0,1,0
1375750974430572551,2021-03-27 10:06:07,My wife my love there is only one reality in my life that is when I see ur marvellous magical magnificent glorious beautif…,wife love one reality life see ur marvellous magical magnificent glorious beautif…,"['wife', 'love', 'one', 'reality', 'life', 'see', 'ur', 'marvellous', 'magical', 'magnificent', 'glorious', 'beautif…']",0.8666666666666667,0.6666666666666666,1,0,0,1
1375750916188479493,2021-03-27 10:05:53,im having a good day how is your guys day going,im good day guys day going,"['im', 'good', 'day', 'guys', 'day', 'going']",0.6000000000000001,0.7,1,0,0,1
1375750906331885573,2021-03-27 10:05:50,my anxiety was right i fucking hate it here,anxiety right fucking hate,"['anxiety', 'right', 'fucking', 'hate']",0.7178571428571429,-0.2571428571428572,0,1,0,-1
1375750888799657984,2021-03-27 10:05:46,"hwaeun22 My Anxiety rn
Im so tired with this 🥴 httpstcoBrJkdC7fvq",hwaeun22 anxiety rn im tired 🥴 httpstcobrjkdc7fvq,"['hwaeun22', 'anxiety', 'rn', 'im', 'tired', '🥴', 'httpstcobrjkdc7fvq']",0.7,-0.4,0,1,0,-1
1375750855610101764,2021-03-27 10:05:38,aamer  ANXIETY god gave me anxiety,aamer anxiety god gave anxiety,"['aamer', 'anxiety', 'god', 'gave', 'anxiety']",0.0,0.0,0,0,1,0
1375750724143828997,2021-03-27 10:05:07,"Things not to joke about
1 Someones facial appearance
2 Suicide
3 Scars
4Mental health
Theres always a limit to t…",things joke 1 someones facial appearance 2 suicide 3 scars 4mental health theres always limit t…,"['things', 'joke', '1', 'someones', 'facial', 'appearance', '2', 'suicide', '3', 'scars', '4mental', 'health', 'theres', 'always', 'limit', 't…']",0.0,0.0,0,0,1,0
1375750640035504129,2021-03-27 10:04:47,I cant get my head around the fact that so many people are devastated by people dying of Covid but dont seem to care…,cant get head around fact many people devastated people dying covid dont seem care…,"['cant', 'get', 'head', 'around', 'fact', 'many', 'people', 'devastated', 'people', 'dying', 'covid', 'dont', 'seem', 'care…']",0.5,0.5,1,0,0,1
1375750475602030599,2021-03-27 10:04:08,Over the weekend we set a new record with 6 million shots reported administered across the country We’ve now got 81 m…,weekend set new record 6 million shots reported administered across country ’ got 81 m…,"['weekend', 'set', 'new', 'record', '6', 'million', 'shots', 'reported', 'administered', 'across', 'country', '’', 'got', '81', 'm…']",0.45454545454545453,0.13636363636363635,1,0,0,1
1375750462834581518,2021-03-27 10:04:05,"We can ban assault weapons and highcapacity magazines
 
We can close loopholes in our gun background check system
 
This is n…",ban assault weapons highcapacity magazines close loopholes gun background check system n…,"['ban', 'assault', 'weapons', 'highcapacity', 'magazines', 'close', 'loopholes', 'gun', 'background', 'check', 'system', 'n…']",0.0,0.0,0,0,1,0
1375750437983297538,2021-03-27 10:03:59,To get through this pandemic we must lift up communities across this country The American Rescue Plan does just that it provides…,get pandemic must lift communities across country american rescue plan provides…,"['get', 'pandemic', 'must', 'lift', 'communities', 'across', 'country', 'american', 'rescue', 'plan', 'provides…']",0.0,0.0,0,0,1,0
1375750419033378821,2021-03-27 10:03:54,Today I’m setting a new goal 200 million shots in arms by my 100th day in office httpstco1zCPzq5gG0,today ’ setting new goal 200 million shots arms 100th day office httpstco1zcpzq5gg0,"['today', '’', 'setting', 'new', 'goal', '200', 'million', 'shots', 'arms', '100th', 'day', 'office', 'httpstco1zcpzq5gg0']",0.45454545454545453,0.13636363636363635,1,0,0,1
1375750346262245381,2021-03-27 10:03:37,If this doesn’t get you i don’t know what will ️  httpstcoycHRlOpfaZ,’ get ’ know ️ httpstcoychrlopfaz,"['’', 'get', '’', 'know', '️', 'httpstcoychrlopfaz']",0.0,0.0,0,0,1,0
1375750245099864064,2021-03-27 10:03:13,As we strive to recover and rebuild phasing out factory farming should be high on the agenda These cramped warehouses of…,strive recover rebuild phasing factory farming high agenda cramped warehouses of…,"['strive', 'recover', 'rebuild', 'phasing', 'factory', 'farming', 'high', 'agenda', 'cramped', 'warehouses', 'of…']",0.5399999999999999,0.16,1,0,0,1
1375750095723851780,2021-03-27 10:02:37,Yeah that’s me in the photo Thanks for your kind words httpstco4geGvAB0hR,yeah ’ photo thanks kind words httpstco4gegvab0hr,"['yeah', '’', 'photo', 'thanks', 'kind', 'words', 'httpstco4gegvab0hr']",0.55,0.4,1,0,0,1
1375749978707009540,2021-03-27 10:02:09,Hello Brother,hello brother,"['hello', 'brother']",0.0,0.0,0,0,1,0
1375749959862022157,2021-03-27 10:02:05,Hellooooooo Twitter I’ve missed you,hellooooooo twitter ’ missed,"['hellooooooo', 'twitter', '’', 'missed']",0.0,0.0,0,0,1,0
1375749946951921665,2021-03-27 10:02:02,Yes We did it  and I on the cover of Cigar and Spirits Magazine httpstcoltOOT8MbeE,yes cover cigar spirits magazine httpstcoltoot8mbee,"['yes', 'cover', 'cigar', 'spirits', 'magazine', 'httpstcoltoot8mbee']",0.0,0.0,0,0,1,0
1375749925611339776,2021-03-27 10:01:57,A quick message from me                Xo🥃,quick message xo🥃,"['quick', 'message', 'xo🥃']",0.5,0.3333333333333333,1,0,0,1
1375749906447523849,2021-03-27 10:01:52,Good night beautiful world Let’s be kind to one another,good night beautiful world let ’ kind one another,"['good', 'night', 'beautiful', 'world', 'let', '’', 'kind', 'one', 'another']",0.8333333333333334,0.7166666666666667,1,0,0,1
1375749860398231553,2021-03-27 10:01:41,watching the new episode rt if u miss choni 🥺,watching new episode rt u miss choni 🥺,"['watching', 'new', 'episode', 'rt', 'u', 'miss', 'choni', '🥺']",0.45454545454545453,0.13636363636363635,1,0,0,1
1375749648049004544,2021-03-27 10:00:50,"I think the most important think we can all do is try to love ourselves 
Laying the foundation of self love means you do…",think important think try love laying foundation self love means do…,"['think', 'important', 'think', 'try', 'love', 'laying', 'foundation', 'self', 'love', 'means', 'do…']",0.7333333333333334,0.4666666666666666,1,0,0,1
1375749632853090306,2021-03-27 10:00:47,is priceless  I promise,priceless promise,"['priceless', 'promise']",1.0,1.0,1,0,0,1
1375749611436920838,2021-03-27 10:00:42,Cheryl always know how to set a mood Just chatting about death that comes after being in your 30’s  Riverdale,cheryl always know set mood chatting death comes 30 ’ riverdale,"['cheryl', 'always', 'know', 'set', 'mood', 'chatting', 'death', 'comes', '30', '’', 'riverdale']",0.0,0.0,0,0,1,0
1375749602280833026,2021-03-27 10:00:40,You ever just love someone so much you build them a nursery  Riverdale,ever love someone much build nursery riverdale,"['ever', 'love', 'someone', 'much', 'build', 'nursery', 'riverdale']",0.4,0.35,1,0,0,1
1375749566490763266,2021-03-27 10:00:31,This is devastating To think this could’ve been a member of my family Or a friend It is so terrifying to think we are…,devastating think could ’ member family friend terrifying think are…,"['devastating', 'think', 'could', '’', 'member', 'family', 'friend', 'terrifying', 'think', 'are…']",1.0,-1.0,0,1,0,-1
1375749553438126086,2021-03-27 10:00:28,I love Casey so much he is so incredibly talented That’s all  Riverdale,love casey much incredibly talented ’ riverdale,"['love', 'casey', 'much', 'incredibly', 'talented', '’', 'riverdale']",0.75,0.6,1,0,0,1
1375749490775191552,2021-03-27 10:00:13,I’ve never had more anxiety than logging onto my animal crossing island and seeing my villagers after months of neglect,’ never anxiety logging onto animal crossing island seeing villagers months neglect,"['’', 'never', 'anxiety', 'logging', 'onto', 'animal', 'crossing', 'island', 'seeing', 'villagers', 'months', 'neglect']",0.0,0.0,0,0,1,0
1375749474568478725,2021-03-27 10:00:09,"i be in the crib talking about “im protecting me energy” when really i just have anxiety and don’t wanna deal with it 

but im…",crib talking “ im protecting energy ” really anxiety ’ wan na deal im…,"['crib', 'talking', '“', 'im', 'protecting', 'energy', '”', 'really', 'anxiety', '’', 'wan', 'na', 'deal', 'im…']",0.17500000000000002,0.0,0,0,1,0
1375749444071645185,2021-03-27 10:00:02,"VC events look really fun but
1 I cant speak korean
2 I kinda have social anxiety
3 Its pentagon How tf people survive…",vc events look really fun 1 cant speak korean 2 kinda social anxiety 3 pentagon tf people survive…,"['vc', 'events', 'look', 'really', 'fun', '1', 'cant', 'speak', 'korean', '2', 'kinda', 'social', 'anxiety', '3', 'pentagon', 'tf', 'people', 'survive…']",0.13333333333333333,0.16666666666666666,1,0,0,1
1375749407270789123,2021-03-27 09:59:53,woke up with anxiety attack ,woke anxiety attack,"['woke', 'anxiety', 'attack']",0.0,0.0,0,0,1,0
1375749331773362180,2021-03-27 09:59:35,Manga The topic is having crippling depression but not wanting to talk about it httpstcovd1oNkWQw5,manga topic crippling depression wanting talk httpstcovd1onkwqw5,"['manga', 'topic', 'crippling', 'depression', 'wanting', 'talk', 'httpstcovd1onkwqw5']",0.0,0.0,0,0,1,0
1375749314689990658,2021-03-27 09:59:31,Got out of my depression slump and made myself human for once httpstcoDWKxa6QhxW,got depression slump made human httpstcodwkxa6qhxw,"['got', 'depression', 'slump', 'made', 'human', 'httpstcodwkxa6qhxw']",0.1,0.0,0,0,1,0
1375749264425422852,2021-03-27 09:59:19,"me depressed
friend just be happy
my depression httpstco7tHMxfcQ4n",depressed friend happy depression httpstco7thmxfcq4n,"['depressed', 'friend', 'happy', 'depression', 'httpstco7thmxfcq4n']",1.0,0.8,1,0,0,1
1375749243764232196,2021-03-27 09:59:14,BEinG Honesty is a cheat code to escape any psychological matrix Depression anxiety unhealthy relationships duality etc,honesty cheat code escape psychological matrix depression anxiety unhealthy relationships duality etc,"['honesty', 'cheat', 'code', 'escape', 'psychological', 'matrix', 'depression', 'anxiety', 'unhealthy', 'relationships', 'duality', 'etc']",0.39999999999999997,-0.2,0,1,0,-1
1375749234050224129,2021-03-27 09:59:12,Everybody going thru Depression keep fighting  We gotta go thru the bad parts to get to da good parts,everybody going thru depression keep fighting got ta go thru bad parts get da good parts,"['everybody', 'going', 'thru', 'depression', 'keep', 'fighting', 'got', 'ta', 'go', 'thru', 'bad', 'parts', 'get', 'da', 'good', 'parts']",0.6333333333333333,5.551115123125783e-17,1,0,0,1
1375749222717218818,2021-03-27 09:59:09,Sometimes I like to draw Depression Faces httpstco6itTXxQ4qH,sometimes like draw depression faces httpstco6ittxxq4qh,"['sometimes', 'like', 'draw', 'depression', 'faces', 'httpstco6ittxxq4qh']",0.0,0.0,0,0,1,0
1375749203238907907,2021-03-27 09:59:04,‘LongCOVID’ after effects shit is horrible it caused so many neurological problems my memory sucks i stutter on words…,‘ longcovid ’ effects shit horrible caused many neurological problems memory sucks stutter words…,"['‘', 'longcovid', '’', 'effects', 'shit', 'horrible', 'caused', 'many', 'neurological', 'problems', 'memory', 'sucks', 'stutter', 'words…']",0.6499999999999999,-0.25,0,1,0,-1
1375749084389109763,2021-03-27 09:58:36,Communities across the country are struggling in the wake of COVID19 Here’s a breakdown of how the American Rescue Plan w…,communities across country struggling wake covid19 ’ breakdown american rescue plan w…,"['communities', 'across', 'country', 'struggling', 'wake', 'covid19', '’', 'breakdown', 'american', 'rescue', 'plan', 'w…']",0.0,0.0,0,0,1,0
1375749069859999748,2021-03-27 09:58:33,Communities across the country are struggling because of COVID19 — but help is here The American Rescue Plan provides funding…,communities across country struggling covid19 — help american rescue plan provides funding…,"['communities', 'across', 'country', 'struggling', 'covid19', '—', 'help', 'american', 'rescue', 'plan', 'provides', 'funding…']",0.0,0.0,0,0,1,0
1375749059672039424,2021-03-27 09:58:30,The Republican efforts to block Americans from voting are sick pernicious and despicable httpstcobWTnxfYimt,republican efforts block americans voting sick pernicious despicable httpstcobwtnxfyimt,"['republican', 'efforts', 'block', 'americans', 'voting', 'sick', 'pernicious', 'despicable', 'httpstcobwtnxfyimt']",0.8571428571428571,-0.7142857142857143,0,1,0,-1
1375749032799178752,2021-03-27 09:58:24,I ran for president for three reasons to restore the soul of the nation rebuild the middle class and unite the country https…,ran president three reasons restore soul nation rebuild middle class unite country https…,"['ran', 'president', 'three', 'reasons', 'restore', 'soul', 'nation', 'rebuild', 'middle', 'class', 'unite', 'country', 'https…']",0.0,0.0,0,0,1,0
1375748835914342400,2021-03-27 09:57:37,Generosity doesn’t have to be a big production Learn how to spread kindness easily httpstco6JoQ4ewvIb,generosity ’ big production learn spread kindness easily httpstco6joq4ewvib,"['generosity', '’', 'big', 'production', 'learn', 'spread', 'kindness', 'easily', 'httpstco6joq4ewvib']",0.4666666666666667,0.21666666666666667,1,0,0,1
1375748823440519168,2021-03-27 09:57:34,Life is brief even at its longest Whatever you are going to do with your life get at it Don’t just let the season…,life brief even longest whatever going life get ’ let season…,"['life', 'brief', 'even', 'longest', 'whatever', 'going', 'life', 'get', '’', 'let', 'season…']",0.3333333333333333,0.0,0,0,1,0
1375748722076737539,2021-03-27 09:57:10,Smoking Has Increased During The Pandemic httpstcoQVzveCTs1v,smoking increased pandemic httpstcoqvzvects1v,"['smoking', 'increased', 'pandemic', 'httpstcoqvzvects1v']",0.0,0.0,0,0,1,0
1375748687876399107,2021-03-27 09:57:02,Social media reform appears stalled in Congress—even as Zuckerberg and Dorsey prepare to testify about it httpstcoAucOzx33…,social media reform appears stalled congress—even zuckerberg dorsey prepare testify httpstcoaucozx33…,"['social', 'media', 'reform', 'appears', 'stalled', 'congress—even', 'zuckerberg', 'dorsey', 'prepare', 'testify', 'httpstcoaucozx33…']",0.06666666666666667,0.03333333333333333,1,0,0,1
1375748574684712961,2021-03-27 09:56:35,Successful people realize their journey is unique and can’t be compared So don’t get stuck in the comparison trap—sta…,successful people realize journey unique ’ compared ’ get stuck comparison trap—sta…,"['successful', 'people', 'realize', 'journey', 'unique', '’', 'compared', '’', 'get', 'stuck', 'comparison', 'trap—sta…']",0.975,0.5625,1,0,0,1
1375748549443379205,2021-03-27 09:56:29,No 4 Forget the strict parameters The best time to work out is the time that you’ll consistently stick with Some p…,4 forget strict parameters best time work time ’ consistently stick p…,"['4', 'forget', 'strict', 'parameters', 'best', 'time', 'work', 'time', '’', 'consistently', 'stick', 'p…']",0.275,0.625,1,0,0,1
1375748503746441221,2021-03-27 09:56:18,Effective communicators don’t beat around the bush If you want something ask for it If you want someone to do somet…,effective communicators ’ beat around bush want something ask want someone somet…,"['effective', 'communicators', '’', 'beat', 'around', 'bush', 'want', 'something', 'ask', 'want', 'someone', 'somet…']",0.8,0.6,1,0,0,1
1375748390177267719,2021-03-27 09:55:51,A lot of people want to be successful but few will truly reach their goals To create your best future strive to be…,lot people want successful truly reach goals create best future strive be…,"['lot', 'people', 'want', 'successful', 'truly', 'reach', 'goals', 'create', 'best', 'future', 'strive', 'be…']",0.4583333333333333,0.5833333333333334,1,0,0,1
1375748377879539721,2021-03-27 09:55:48,Successful people realize their journey is unique and can’t be compared So don’t get stuck in the comparison trap—sta…,successful people realize journey unique ’ compared ’ get stuck comparison trap—sta…,"['successful', 'people', 'realize', 'journey', 'unique', '’', 'compared', '’', 'get', 'stuck', 'comparison', 'trap—sta…']",0.975,0.5625,1,0,0,1
1375747938274529284,2021-03-27 09:54:03,feed Six weeks lasts exactly 10 seconds,feed six weeks lasts exactly 10 seconds,"['feed', 'six', 'weeks', 'lasts', 'exactly', '10', 'seconds']",0.25,0.25,1,0,0,1
1375747894016233478,2021-03-27 09:53:52,feed Why did you choose to be an engineer,feed choose engineer,"['feed', 'choose', 'engineer']",0.0,0.0,0,0,1,0
1375747829491109893,2021-03-27 09:53:37, This Magic Moment ,magic moment,"['magic', 'moment']",1.0,0.5,1,0,0,1
1375747794003058699,2021-03-27 09:53:28,Why are you so dogematic they ask,dogematic ask,"['dogematic', 'ask']",0.0,0.0,0,0,1,0
1375747784511385601,2021-03-27 09:53:26,Doge day afternoon,doge day afternoon,"['doge', 'day', 'afternoon']",0.0,0.0,0,0,1,0
1375747726386720770,2021-03-27 09:53:12,I love music It makes my heart sing,love music makes heart sing,"['love', 'music', 'makes', 'heart', 'sing']",0.6,0.5,1,0,0,1
1375747716303626241,2021-03-27 09:53:10,Actually doesn’t feel quite right selling this Will pass,actually ’ feel quite right selling pass,"['actually', '’', 'feel', 'quite', 'right', 'selling', 'pass']",0.31785714285714284,0.14285714285714285,1,0,0,1
1375747651489067012,2021-03-27 09:52:54,You can now buy a Tesla with Bitcoin,buy tesla bitcoin,"['buy', 'tesla', 'bitcoin']",0.0,0.0,0,0,1,0
1375747617485774852,2021-03-27 09:52:46,If there’s ever a scandal about me please call it Elongate,’ ever scandal please call elongate,"['’', 'ever', 'scandal', 'please', 'call', 'elongate']",0.0,0.0,0,0,1,0
1375747555384909827,2021-03-27 09:52:32,Heres how you can embrace the word no  — and sometimes even turn it into a yes  httpstcooKwUthIMkL,heres embrace word — sometimes even turn yes httpstcookwuthimkl,"['heres', 'embrace', 'word', '—', 'sometimes', 'even', 'turn', 'yes', 'httpstcookwuthimkl']",0.0,0.0,0,0,1,0
1375747125871452160,2021-03-27 09:50:49,Modiji is the best world leader that india has ever had  Narendra Modi,modiji best world leader india ever narendra modi,"['modiji', 'best', 'world', 'leader', 'india', 'ever', 'narendra', 'modi']",0.3,1.0,1,0,0,1
1339938486363688961,2020-12-18 14:20:04,Men can guess your bra size accurately but cant take the hint when you say no,men guess bra size accurately cant take hint say,"['men', 'guess', 'bra', 'size', 'accurately', 'cant', 'take', 'hint', 'say']",0.6333333333333334,0.4000000000000001,1,0,0,1
1339938455317479424,2020-12-18 14:19:57,“Our soul waits for the Lord he is our help and shield Yes our heart is glad in him” Ps 332021 The confident expectat…,“ soul waits lord help shield yes heart glad ” ps 332021 confident expectat…,"['“', 'soul', 'waits', 'lord', 'help', 'shield', 'yes', 'heart', 'glad', '”', 'ps', '332021', 'confident', 'expectat…']",0.9166666666666667,0.5,1,0,0,1
